MATCH_ID,SEASON,DATE_TIME,YEAR,HOME_TEAM,AWAY_TEAM,STADIUM,Cities,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,Winner,PENALTY_SHOOT_OUT,ATTENDANCE,-22,-21,-20,-19,-18,-17,-16
mt28,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Sporting CP,Signal Iduna Park,Dortmund,1,0,Home,0,25000,0,1,0,0,0,0,0
mt29,2021-2022,19-OCT-21 05.45.00.000000000 PM,2021,Beşiktaş,Sporting CP,Vodafone Park,Istanbul,1,4,Away,0,22936,0,1,0,0,0,0,0
mt30,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,AFC Ajax,Borussia Dortmund,Johan Cruijff ArenA,Amsterdam,4,0,Home,0,54029,0,1,0,0,0,0,0
mt31,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Borussia Dortmund,AFC Ajax,Signal Iduna Park,Dortmund,1,3,Away,0,54820,0,1,0,0,0,0,0
mt32,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Sporting CP,Beşiktaş,Estádio José Alvalade,Lisboa,4,0,Home,0,40835,0,1,0,0,0,0,0
mt33,2021-2022,24-NOV-21 05.45.00.000000000 PM,2021,Beşiktaş,AFC Ajax,Vodafone Park,Istanbul,1,2,Away,0,11712,0,1,0,0,0,0,0
mt34,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Sporting CP,Borussia Dortmund,Estádio José Alvalade,Lisboa,3,1,Home,0,41341,0,1,0,0,0,0,0
mt35,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,AFC Ajax,Sporting CP,Johan Cruijff ArenA,Amsterdam,4,2,Home,0,0,0,1,0,0,0,0,0
mt36,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Dortmund,5,0,Home,0,15000,0,1,0,0,0,0,0
mt37,2021-2022,15-SEP-21 05.45.00.000000000 PM,2021,FC Sheriff,Shakhtar Donetsk,Sheriff Stadium,Tiraspol,2,0,Home,0,5205,0,1,0,0,0,0,0
mt38,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Inter,Real Madrid,Giuseppe Meazza,Milano,0,1,Away,0,37082,0,1,0,0,0,0,0
mt39,2021-2022,28-SEP-21 05.45.00.000000000 PM,2021,Shakhtar Donetsk,Inter,Olimpiyskyi,Kiev,0,0,Draw,0,26170,0,1,0,0,0,0,0
mt40,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,Real Madrid,FC Sheriff,Santiago Bernabéu,Madrid,1,2,Away,0,24522,0,1,0,0,0,0,0
mt41,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,Shakhtar Donetsk,Real Madrid,Olimpiyskyi,Kiev,0,5,Away,0,34037,0,1,0,0,0,0,0
mt42,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,Inter,FC Sheriff,Giuseppe Meazza,Milano,3,1,Home,0,43305,0,1,0,0,0,0,0
mt43,2021-2022,03-NOV-21 05.45.00.000000000 PM,2021,Real Madrid,Shakhtar Donetsk,Santiago Bernabéu,Madrid,2,1,Home,0,38105,0,1,0,0,0,0,0
mt44,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,FC Sheriff,Inter,Sheriff Stadium,Tiraspol,1,3,Away,0,5930,0,1,0,0,0,0,0
mt45,2021-2022,24-NOV-21 05.45.00.000000000 PM,2021,Inter,Shakhtar Donetsk,Giuseppe Meazza,Milano,2,0,Home,0,46225,0,1,0,0,0,0,0
mt46,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,FC Sheriff,Real Madrid,Sheriff Stadium,Tiraspol,0,3,Away,0,5932,0,1,0,0,0,0,0
mt47,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Real Madrid,Inter,Santiago Bernabéu,Madrid,2,0,Home,0,46887,0,1,0,0,0,0,0
mt48,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Shakhtar Donetsk,FC Sheriff,Olimpiyskyi,Kiev,1,1,Draw,0,6841,0,1,0,0,0,0,0
mt49,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,FC Barcelona,Bayern München,Spotify Camp Nou,Barcelona,0,3,Away,0,39737,0,1,0,0,0,0,0
mt50,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Dinamo Kiev,SL Benfica,Olimpiyskyi,Kiev,0,0,Draw,0,21657,0,1,0,0,0,0,0
mt51,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,SL Benfica,FC Barcelona,Estádio da Luz,Lisboa,3,0,Home,0,29454,0,1,0,0,0,0,0
mt52,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,Bayern München,Dinamo Kiev,Allianz Arena,München,5,0,Home,0,25000,0,1,0,0,0,0,0
mt53,2021-2022,20-OCT-21 05.45.00.000000000 PM,2021,FC Barcelona,Dinamo Kiev,Spotify Camp Nou,Barcelona,1,0,Home,0,45968,0,1,0,0,0,0,0
mt54,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,SL Benfica,Bayern München,Estádio da Luz,Lisboa,0,4,Away,0,50000,0,1,0,0,0,0,0
mt55,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Bayern München,SL Benfica,Allianz Arena,München,5,2,Home,0,50000,0,1,0,0,0,0,0
mt56,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Dinamo Kiev,FC Barcelona,Olimpiyskyi,Kiev,0,1,Away,0,31378,0,1,0,0,0,0,0
mt57,2021-2022,23-NOV-21 05.45.00.000000000 PM,2021,Dinamo Kiev,Bayern München,Olimpiyskyi,Kiev,1,2,Away,0,28732,0,1,0,0,0,0,0
mt58,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,FC Barcelona,SL Benfica,Spotify Camp Nou,Barcelona,0,0,Draw,0,49572,0,1,0,0,0,0,0
mt59,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,Bayern München,FC Barcelona,Allianz Arena,München,3,0,Home,0,0,0,1,0,0,0,0,0
mt60,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,SL Benfica,Dinamo Kiev,Estádio da Luz,Lisboa,2,0,Home,0,37000,0,1,0,0,0,0,0
mt61,2021-2022,14-SEP-21 05.45.00.000000000 PM,2021,BSC Young Boys,Manchester United,Stadion Wankdorf,Bern,2,1,Home,0,31120,0,1,0,0,0,0,0
mt62,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Villarreal CF,Atalanta,Estadio de la Cerámica,Villarreal,2,2,Draw,0,12916,0,1,0,0,0,0,0
mt63,2021-2022,29-SEP-21 05.45.00.000000000 PM,2021,Atalanta,BSC Young Boys,Gewiss Stadium,Bergamo,1,0,Home,0,8536,0,1,0,0,0,0,0
mt64,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,Manchester United,Villarreal CF,Old Trafford,Manchester,2,1,Home,0,73130,0,1,0,0,0,0,0
mt65,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Manchester United,Atalanta,Old Trafford,Manchester,3,2,Home,0,72279,0,1,0,0,0,0,0
mt66,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,BSC Young Boys,Villarreal CF,Stadion Wankdorf,Bern,1,4,Away,0,27398,0,1,0,0,0,0,0
mt67,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Atalanta,Manchester United,Gewiss Stadium,Bergamo,2,2,Draw,0,14443,0,1,0,0,0,0,0
mt68,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Villarreal CF,BSC Young Boys,Estadio de la Cerámica,Villarreal,2,0,Home,0,14890,0,1,0,0,0,0,0
mt69,2021-2022,23-NOV-21 05.45.00.000000000 PM,2021,Villarreal CF,Manchester United,Estadio de la Cerámica,Villarreal,0,2,Away,0,20875,0,1,0,0,0,0,0
mt70,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,BSC Young Boys,Atalanta,Stadion Wankdorf,Bern,3,3,Draw,0,31120,0,1,0,0,0,0,0
mt71,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,Manchester United,BSC Young Boys,Old Trafford,Manchester,1,1,Draw,0,73156,0,1,0,0,0,0,0
mt72,2021-2022,09-DEC-21 06.00.00.000000000 PM,2021,Atalanta,Villarreal CF,Gewiss Stadium,Bergamo,2,3,Away,0,11690,0,1,0,0,0,0,0
mt73,2021-2022,14-SEP-21 05.45.00.000000000 PM,2021,Sevilla FC,RB Salzburg,Ramón Sánchez Pizjuán,Sevilla,1,1,Draw,0,18373,0,1,0,0,0,0,0
mt74,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Lille OSC,VfL Wolfsburg,Stade Pierre Mauroy,Villeneuve D’Ascq,0,0,Draw,0,34314,0,1,0,0,0,0,0
mt75,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,RB Salzburg,Lille OSC,Red Bull Arena,Leipzig,2,1,Home,0,24207,0,1,0,0,0,0,0
mt76,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,VfL Wolfsburg,Sevilla FC,Volkswagen Arena,Wolfsburg,1,1,Draw,0,11733,0,1,0,0,0,0,0
mt77,2021-2022,20-OCT-21 05.45.00.000000000 PM,2021,RB Salzburg,VfL Wolfsburg,Red Bull Arena,Leipzig,3,1,Home,0,27500,0,1,0,0,0,0,0
mt78,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Lille OSC,Sevilla FC,Stade Pierre Mauroy,Villeneuve D’Ascq,0,0,Draw,0,34362,0,1,0,0,0,0,0
mt79,2021-2022,02-NOV-21 05.45.00.000000000 PM,2021,VfL Wolfsburg,RB Salzburg,Volkswagen Arena,Wolfsburg,2,1,Home,0,16112,0,1,0,0,0,0,0
mt80,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Sevilla FC,Lille OSC,Ramón Sánchez Pizjuán,Sevilla,1,2,Away,0,29369,0,1,0,0,0,0,0
mt81,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Lille OSC,RB Salzburg,Stade Pierre Mauroy,Villeneuve D’Ascq,1,0,Home,0,33573,0,1,0,0,0,0,0
mt82,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Sevilla FC,VfL Wolfsburg,Ramón Sánchez Pizjuán,Sevilla,2,0,Home,0,28663,0,1,0,0,0,0,0
mt83,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,RB Salzburg,Sevilla FC,Red Bull Arena,Leipzig,1,0,Home,0,0,0,1,0,0,0,0,0
mt84,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,VfL Wolfsburg,Lille OSC,Volkswagen Arena,Wolfsburg,1,3,Away,0,6544,0,1,0,0,0,0,0
mt85,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Chelsea FC,Zenit St. Petersburg,Stamford Bridge,London,1,0,Home,0,39252,0,1,0,0,0,0,0
mt86,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Malmö FF,Juventus,Nya Malmö Stadion,Malmö,0,3,Away,0,5832,0,1,0,0,0,0,0
mt87,2021-2022,29-SEP-21 05.45.00.000000000 PM,2021,Zenit St. Petersburg,Malmö FF,Gazprom Arena,St. Petersburg,4,0,Home,0,15339,0,1,0,0,0,0,0
mt88,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,Juventus,Chelsea FC,Allianz Stadium,Torino,1,0,Home,0,19934,0,1,0,0,0,0,0
mt89,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Zenit St. Petersburg,Juventus,Gazprom Arena,St. Petersburg,0,1,Away,0,18717,0,1,0,0,0,0,0
mt90,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Chelsea FC,Malmö FF,Stamford Bridge,London,4,0,Home,0,39095,0,1,0,0,0,0,0
mt91,2021-2022,02-NOV-21 05.45.00.000000000 PM,2021,Malmö FF,Chelsea FC,Nya Malmö Stadion,Malmö,0,1,Away,0,19551,0,1,0,0,0,0,0
mt92,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Juventus,Zenit St. Petersburg,Allianz Stadium,Torino,4,2,Home,0,20053,0,1,0,0,0,0,0
mt93,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Chelsea FC,Juventus,Stamford Bridge,London,4,0,Home,0,39513,0,1,0,0,0,0,0
mt94,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Malmö FF,Zenit St. Petersburg,Nya Malmö Stadion,Malmö,1,1,Draw,0,19551,0,1,0,0,0,0,0
mt95,2021-2022,08-DEC-21 05.45.00.000000000 PM,2021,Zenit St. Petersburg,Chelsea FC,Gazprom Arena,St. Petersburg,3,3,Draw,0,29349,0,1,0,0,0,0,0
mt96,2021-2022,08-DEC-21 05.45.00.000000000 PM,2021,Juventus,Malmö FF,Allianz Stadium,Torino,1,0,Home,0,17501,0,1,0,0,0,0,0
mt97,2021-2022,15-FEB-22 08.00.00.000000000 PM,2022,Sporting CP,Manchester City,Estádio José Alvalade,Lisboa,0,5,Away,0,48129,1,0,0,0,0,0,0
mt98,2021-2022,15-FEB-22 08.00.00.000000000 PM,2022,Paris Saint-Germain,Real Madrid,Parc des Princes,Paris,1,0,Home,0,47443,1,0,0,0,0,0,0
mt99,2021-2022,16-FEB-22 08.00.00.000000000 PM,2022,RB Salzburg,Bayern München,Red Bull Arena,Leipzig,1,1,Draw,0,29520,1,0,0,0,0,0,0
mt100,2021-2022,16-FEB-22 08.00.00.000000000 PM,2022,Inter,Liverpool FC,Giuseppe Meazza,Milano,0,2,Away,0,37918,1,0,0,0,0,0,0
mt101,2021-2022,22-FEB-22 08.00.00.000000000 PM,2022,Chelsea FC,Lille OSC,Stamford Bridge,London,2,0,Home,0,38832,1,0,0,0,0,0,0
mt102,2021-2022,22-FEB-22 08.00.00.000000000 PM,2022,Villarreal CF,Juventus,Estadio de la Cerámica,Villarreal,1,1,Draw,0,17686,1,0,0,0,0,0,0
mt103,2021-2022,23-FEB-22 08.00.00.000000000 PM,2022,SL Benfica,AFC Ajax,Estádio da Luz,Lisboa,2,2,Draw,0,54760,1,0,0,0,0,0,0
mt104,2021-2022,23-FEB-22 08.00.00.000000000 PM,2022,Atlético Madrid,Manchester United,Wanda Metropolitano,Madrid,1,1,Draw,0,63273,1,0,0,0,0,0,0
mt105,2021-2022,08-MAR-22 08.00.00.000000000 PM,2022,Bayern München,RB Salzburg,Allianz Arena,München,7,1,Home,0,25000,1,0,0,0,0,0,0
mt106,2021-2022,08-MAR-22 08.00.00.000000000 PM,2022,Liverpool FC,Inter,Anfield,Liverpool,0,1,Away,0,51747,1,0,0,0,0,0,0
mt107,2021-2022,09-MAR-22 08.00.00.000000000 PM,2022,Manchester City,Sporting CP,Etihad Stadium,Manchester,0,0,Draw,0,51213,1,0,0,0,0,0,0
mt108,2021-2022,09-MAR-22 08.00.00.000000000 PM,2022,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Madrid,3,1,Home,0,59895,1,0,0,0,0,0,0
mt109,2021-2022,15-MAR-22 08.00.00.000000000 PM,2022,AFC Ajax,SL Benfica,Johan Cruijff ArenA,Amsterdam,0,1,Away,0,54066,1,0,0,0,0,0,0
mt110,2021-2022,15-MAR-22 08.00.00.000000000 PM,2022,Manchester United,Atlético Madrid,Old Trafford,Manchester,0,1,Away,0,73008,1,0,0,0,0,0,0
mt111,2021-2022,16-MAR-22 08.00.00.000000000 PM,2022,Lille OSC,Chelsea FC,Stade Pierre Mauroy,Villeneuve D’Ascq,1,2,Away,0,49048,1,0,0,0,0,0,0
mt112,2021-2022,16-MAR-22 08.00.00.000000000 PM,2022,Juventus,Villarreal CF,Allianz Stadium,Torino,0,3,Away,0,30385,1,0,0,0,0,0,0
mt113,2021-2022,05-APR-22 08.00.00.000000000 PM,2022,Manchester City,Atlético Madrid,Etihad Stadium,Manchester,1,0,Home,0,52018,1,0,0,0,0,0,0
mt114,2021-2022,05-APR-22 08.00.00.000000000 PM,2022,SL Benfica,Liverpool FC,Estádio da Luz,Lisboa,1,3,Away,0,59633,1,0,0,0,0,0,0
mt115,2021-2022,06-APR-22 08.00.00.000000000 PM,2022,Chelsea FC,Real Madrid,Stamford Bridge,London,1,3,Away,0,38689,1,0,0,0,0,0,0
mt116,2021-2022,06-APR-22 08.00.00.000000000 PM,2022,Villarreal CF,Bayern München,Estadio de la Cerámica,Villarreal,1,0,Home,0,21626,1,0,0,0,0,0,0
mt117,2021-2022,12-APR-22 08.00.00.000000000 PM,2022,Real Madrid,Chelsea FC,Santiago Bernabéu,Madrid,2,3,Away,0,59839,1,0,0,0,0,0,0
mt118,2021-2022,12-APR-22 08.00.00.000000000 PM,2022,Bayern München,Villarreal CF,Allianz Arena,München,1,1,Draw,0,70000,1,0,0,0,0,0,0
mt119,2021-2022,13-APR-22 08.00.00.000000000 PM,2022,Atlético Madrid,Manchester City,Wanda Metropolitano,Madrid,0,0,Draw,0,65675,1,0,0,0,0,0,0
mt120,2021-2022,13-APR-22 08.00.00.000000000 PM,2022,Liverpool FC,SL Benfica,Anfield,Liverpool,3,3,Draw,0,51373,1,0,0,0,0,0,0
mt121,2021-2022,26-APR-22 08.00.00.000000000 PM,2022,Manchester City,Real Madrid,Etihad Stadium,Manchester,4,3,Home,0,55097,1,0,0,0,0,0,0
mt122,2021-2022,27-APR-22 08.00.00.000000000 PM,2022,Liverpool FC,Villarreal CF,Anfield,Liverpool,2,0,Home,0,51586,1,0,0,0,0,0,0
mt123,2021-2022,03-MAY-22 08.00.00.000000000 PM,2022,Villarreal CF,Liverpool FC,Estadio de la Cerámica,Villarreal,2,3,Away,0,23665,1,0,0,0,0,0,0
mt124,2021-2022,04-MAY-22 08.00.00.000000000 PM,2022,Real Madrid,Manchester City,Santiago Bernabéu,Madrid,3,1,Home,0,61416,1,0,0,0,0,0,0
mt125,2021-2022,28-MAY-22 08.35.00.000000000 PM,2022,Liverpool FC,Real Madrid,Stade de France,Paris - St. Denis,0,1,Away,0,0,1,0,0,0,0,0,0
mt126,2020-2021,21-OCT-20 05.55.00.000000000 PM,2020,RB Salzburg,Lokomotiv Moskva,Red Bull Arena,Leipzig,2,2,Draw,0,3000,0,0,1,0,0,0,0
mt127,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,Bayern München,Atlético Madrid,Allianz Arena,München,4,0,Home,0,0,0,0,1,0,0,0,0
mt128,2020-2021,27-OCT-20 05.55.00.000000000 PM,2020,Lokomotiv Moskva,Bayern München,RŽD-Arena,Moskva,1,2,Away,0,8196,0,0,1,0,0,0,0
mt129,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Atlético Madrid,RB Salzburg,Wanda Metropolitano,Madrid,3,2,Home,0,0,0,0,1,0,0,0,0
mt130,2020-2021,03-NOV-20 05.55.00.000000000 PM,2020,Lokomotiv Moskva,Atlético Madrid,RŽD-Arena,Moskva,1,1,Draw,0,8147,0,0,1,0,0,0,0
mt131,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,RB Salzburg,Bayern München,Red Bull Arena,Leipzig,2,6,Away,0,0,0,0,1,0,0,0,0
mt132,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Atlético Madrid,Lokomotiv Moskva,Wanda Metropolitano,Madrid,0,0,Draw,0,0,0,0,1,0,0,0,0
mt133,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Bayern München,RB Salzburg,Allianz Arena,München,3,1,Home,0,0,0,0,1,0,0,0,0
mt134,2020-2021,01-DEC-20 05.55.00.000000000 PM,2020,Lokomotiv Moskva,RB Salzburg,RŽD-Arena,Moskva,1,3,Away,0,6759,0,0,1,0,0,0,0
mt135,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Atlético Madrid,Bayern München,Wanda Metropolitano,Madrid,1,1,Draw,0,0,0,0,1,0,0,0,0
mt136,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Bayern München,Lokomotiv Moskva,Allianz Arena,München,2,0,Home,0,0,0,0,1,0,0,0,0
mt137,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,RB Salzburg,Atlético Madrid,Red Bull Arena,Leipzig,0,2,Away,0,0,0,0,1,0,0,0,0
mt138,2020-2021,21-OCT-20 05.55.00.000000000 PM,2020,Real Madrid,Shakhtar Donetsk,Alfredo Di Stéfano,Madrid,2,3,Away,0,0,0,0,1,0,0,0,0
mt139,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,Inter,Bor. Mönchengladbach,Giuseppe Meazza,Milano,2,2,Draw,0,1000,0,0,1,0,0,0,0
mt140,2020-2021,27-OCT-20 05.55.00.000000000 PM,2020,Shakhtar Donetsk,Inter,Olimpiyskyi,Kiev,0,0,Draw,0,10178,0,0,1,0,0,0,0
mt141,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Bor. Mönchengladbach,Real Madrid,Borussia-Park,Mönchengladbach,2,2,Draw,0,0,0,0,1,0,0,0,0
mt142,2020-2021,03-NOV-20 05.55.00.000000000 PM,2020,Shakhtar Donetsk,Bor. Mönchengladbach,Olimpiyskyi,Kiev,0,6,Away,0,0,0,0,1,0,0,0,0
mt143,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,Real Madrid,Inter,Alfredo Di Stéfano,Madrid,3,2,Home,0,0,0,0,1,0,0,0,0
mt144,2020-2021,25-NOV-20 05.55.00.000000000 PM,2020,Bor. Mönchengladbach,Shakhtar Donetsk,Borussia-Park,Mönchengladbach,4,0,Home,0,0,0,0,1,0,0,0,0
mt145,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Inter,Real Madrid,Giuseppe Meazza,Milano,0,2,Away,0,0,0,0,1,0,0,0,0
mt146,2020-2021,01-DEC-20 05.55.00.000000000 PM,2020,Shakhtar Donetsk,Real Madrid,Olimpiyskyi,Kiev,2,0,Home,0,0,0,0,1,0,0,0,0
mt147,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Bor. Mönchengladbach,Inter,Borussia-Park,Mönchengladbach,2,3,Away,0,0,0,0,1,0,0,0,0
mt148,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Inter,Shakhtar Donetsk,Giuseppe Meazza,Milano,0,0,Draw,0,0,0,0,1,0,0,0,0
mt149,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Real Madrid,Bor. Mönchengladbach,Alfredo Di Stéfano,Madrid,2,0,Home,0,0,0,0,1,0,0,0,0
mt150,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,Manchester City,FC Porto,Etihad Stadium,Manchester,3,1,Home,0,0,0,0,1,0,0,0,0
